event_id,event_year,event_date,event_title,event_summary,scope_type,scope_name,actors,tags,organizations,places,importance
66,1945,1945/09/27 ~ 1946/05/22,国民大会在重庆代表要求召开国民大会解决中共问题，各界对政治协商会之意见，吴鼎昌呈政治协商会议费用概算，贺耀组拟具政治协商会议外交内政立案要旨…,国民大会在重庆代表要求召开国民大会解决中共问题，各界对政治协商会之意见，吴鼎昌呈政治协商会议费用概算，贺耀组拟具政治协商会议外交内政立案要旨…,topic,1946 年政治协商会议,,政协,中国共产党; 政治协商会议; 国民大会,重庆,20
67,1945,1945/10/01 ~ 1945/10/01,张奚若等各界电蒋中正为陈政治协商会议之意见,张奚若等各界电蒋中正为陈政治协商会议之意见,topic,1946 年政治协商会议,,政协,政治协商会议,,20
68,1945,1945/10/09 ~ 1945/10/09,杨砥中等各界电国民政府主席蒋中正为拟推派代表参加政治协商会议,杨砥中等各界电国民政府主席蒋中正为拟推派代表参加政治协商会议,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
69,1945,1945/10/09 ~ 1948/05/07,杨砥中等呈各界拟推派代表参加政治协商会议，吴铁城等会商召开政治协商会议日期地点，国民政府与中共议定停止冲突及恢复交通办法，政治协商会…,杨砥中等呈各界拟推派代表参加政治协商会议，吴铁城等会商召开政治协商会议日期地点，国民政府与中共议定停止冲突及恢复交通办法，政治协商会…,topic,1946 年政治协商会议,,政协,国民政府; 中国共产党; 政治协商会议,,20
70,1945,1945/10/10 ~ 1945/10/10,政治协商会议,政治协商会议,topic,1946 年政治协商会议,,政协,政治协商会议,,20
71,1945,1945/10/11 ~ 1945/10/11,蒋中正与毛泽东谈话忽提政治协商会议以缓开为宜并称回延安召集解放区民选代表会议后再定办法及接徐永昌美军总部备忘录称惠勒已解职将返美国拟请任命泰莱继任中国驻印总…,蒋中正与毛泽东谈话忽提政治协商会议以缓开为宜并称回延安召集解放区民选代表会议后再定办法及接徐永昌美军总部备忘录称惠勒已解职将返美国拟请任命泰莱继任中国驻印总…,topic,1946 年政治协商会议,,政协,政治协商会议,延安,20
72,1945,1945/10/30 ~ 1945/10/30,陈立夫呈中国国民党总裁蒋中正为恳请免派出席政治协商会议,陈立夫呈中国国民党总裁蒋中正为恳请免派出席政治协商会议,topic,1946 年政治协商会议,,政协,国民党; 政治协商会议,,20
73,1945,1945/11/05 ~ 1945/11/05,对于军事三人小组会议之意见，张樾亭呈蒋中正关于目前消共复政之意见，对中共案政治解决实施步骤及办法，我们对政治协商会议之共同见解等,对于军事三人小组会议之意见，张樾亭呈蒋中正关于目前消共复政之意见，对中共案政治解决实施步骤及办法，我们对政治协商会议之共同见解等,topic,1946 年政治协商会议,,政协,中国共产党; 政治协商会议,,20
74,1945,1945/11/26 ~ 1945/11/26,蒋中正出席中央常务委员会讨论对东北方针后提出召开政治协商会议办法与最高经济委员会组织条例草案并获通过另下午即成立最高经济委员会并致词又接美联合国赔偿委员会委…,蒋中正出席中央常务委员会讨论对东北方针后提出召开政治协商会议办法与最高经济委员会组织条例草案并获通过另下午即成立最高经济委员会并致词又接美联合国赔偿委员会委…,topic,1946 年政治协商会议,,政协,政治协商会议,,20
75,1945,1945/11/26 ~ 1945/11/26,政治协商会议会员通讯录，国民政府召开政治协商会议办法,政治协商会议会员通讯录，国民政府召开政治协商会议办法,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
76,1945,1945/12/04 ~ 1945/12/04,李健生函蒋中正概陈周恩来对郭沫若阳翰笙表示中央政府召开政治协商会议问题谈话,李健生函蒋中正概陈周恩来对郭沫若阳翰笙表示中央政府召开政治协商会议问题谈话,topic,1946 年政治协商会议,周恩来,政协,政治协商会议,,20
77,1945,1945/12/17 ~ 1945/12/17,国民政府文官长吴鼎昌呈主席蒋中正有关吴铁城邵力子孙科王宠惠王世杰张厉生陈布雷等会商政治协商会议日期地点,国民政府文官长吴鼎昌呈主席蒋中正有关吴铁城邵力子孙科王宠惠王世杰张厉生陈布雷等会商政治协商会议日期地点,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
78,1945,1945/12/17 ~ 1945/12/17,吴鼎昌电蒋中正其与孙科王宠惠等会商政治协商会议开始日期地点等,吴鼎昌电蒋中正其与孙科王宠惠等会商政治协商会议开始日期地点等,topic,1946 年政治协商会议,,政协,政治协商会议,,20
79,1945,1945/12/17 ~ 1945/12/17,吴鼎昌电周宏涛转蒋中正经与孙科王宠惠等昨晚在吴铁城宅会商以政治协商会议日期地点及秘书长人选并请钧座早日回渝针对现势指示会议进行办法,吴鼎昌电周宏涛转蒋中正经与孙科王宠惠等昨晚在吴铁城宅会商以政治协商会议日期地点及秘书长人选并请钧座早日回渝针对现势指示会议进行办法,topic,1946 年政治协商会议,,政协,政治协商会议,,20
80,1945,1945/12/20 ~ 1945/12/20,戴笠呈蒋中正中共中央政治局建议对政治协商会议须坚持之事项,戴笠呈蒋中正中共中央政治局建议对政治协商会议须坚持之事项,topic,1946 年政治协商会议,,政协,中国共产党; 政治协商会议,,20
81,1945,1945/12/24 ~ 1945/12/24,蒋中正手谕邵力子关于明年度预算审查案请于本星期内完毕发还又谕陈诚发包绥守城官兵犒赏洋一千万元又约各院长及耆老谈政治协商会议方针等,蒋中正手谕邵力子关于明年度预算审查案请于本星期内完毕发还又谕陈诚发包绥守城官兵犒赏洋一千万元又约各院长及耆老谈政治协商会议方针等,topic,1946 年政治协商会议,,政协,政治协商会议,,20
82,1945,1945/12/29 ~ 1945/12/29,款待商谈召开政治协商会议问题代表会场一瞥,款待商谈召开政治协商会议问题代表会场一瞥,topic,1946 年政治协商会议,,政协,政治协商会议,,20
83,1945,1945/12/29 ~ 1945/12/29,围绕政协决议和政府改组的调处,外交部长王世杰与商谈召开政治协商会议问题代表的美国驻华特使马歇尔留影,topic,1946 年政治协商会议,马歇尔,政协; 马歇尔调处,政治协商会议,,20
84,1945,1945/12/29 ~ 1945/12/29,参加政治协商会议之中国共产党代表,参加政治协商会议之中国共产党代表,topic,1946 年政治协商会议,,政协,中国共产党; 政治协商会议,,20
85,1945,1945/12/31 ~ 1945/12/31,国民政府主席蒋中正设酒会款待参加政治协商会议代表,国民政府主席蒋中正设酒会款待参加政治协商会议代表,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
86,1945,1945/12/31 ~ 1945/12/31,国民政府主席蒋中正于款待政治协商会议代表酒会上接见各党派代表,国民政府主席蒋中正于款待政治协商会议代表酒会上接见各党派代表,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
87,1945,1945/12/31 ~ 1945/12/31,国民政府主席蒋中正于款待政治协商会议代表酒会上接见中国共产党代表,国民政府主席蒋中正于款待政治协商会议代表酒会上接见中国共产党代表,topic,1946 年政治协商会议,,政协,国民政府; 中国共产党; 政治协商会议,,20
88,1945,1945/12/31 ~ 1945/12/31,国民政府主席蒋中正于款待政治协商会议代表酒会上接见中国共产党代表,国民政府主席蒋中正于款待政治协商会议代表酒会上接见中国共产党代表,topic,1946 年政治协商会议,,政协,国民政府; 中国共产党; 政治协商会议,,20
89,1945,1945/12/31 ~ 1945/12/31,国民政府主席蒋中正于款待政治协商会议代表酒会上接见中共代表董必武,国民政府主席蒋中正于款待政治协商会议代表酒会上接见中共代表董必武,topic,1946 年政治协商会议,,政协,国民政府; 中国共产党; 政治协商会议,,20
90,1946,1946,政治协商会议办法,政治协商会议办法,topic,1946 年政治协商会议,,政协,政治协商会议,,20
91,1946,1946,政治协商会议剪报（一）,政治协商会议剪报（一）,topic,1946 年政治协商会议,,政协,政治协商会议,,20
92,1946,1946,政治协商会议剪报（二）,政治协商会议剪报（二）,topic,1946 年政治协商会议,,政协,政治协商会议,,20
93,1946,1946,政治协商会议办法,政治协商会议办法,topic,1946 年政治协商会议,,政协,政治协商会议,,20
94,1946,1946,政治协商会议剪报资料,政治协商会议剪报资料,topic,1946 年政治协商会议,,政协,政治协商会议,,20
95,1946,1946,第三方面在国共之间寻求政治空间,” 第三方面发言人批评他们所称“违反政协决议和程序”的做法，并列举如下：（1）委员长提出为少数党派保留国民大会席位；（2）尚未完成的宪法草案将提交国民大会，这违反了政协程序；该程序要求完成后的草案先提交讨论并获得通过；（3）宪法本身应规定其修正办法。 民主同盟发言人罗隆基说：“声明谈到六个月后修改宪法。,topic,1946 年政治协商会议,罗隆基; 司徒雷登; 蒋介石,政协; 马歇尔调处; 第三方面; 民盟,中国民主同盟; 国民政府; 国民党; 中国共产党; 政治协商会议; 美国国务院; 国民大会,南京,80
96,1946,1946,围绕政协决议和政府改组的调处,马歇尔使团档案，第54-D270卷〔文件309〕 马歇尔将军与俞大维将军会谈记录 南京宁海路5号，1946年12月某日上午11时。 俞大维将军开始会谈时，把一份地图交给马歇尔将军，并说明该图标示了共产党攻击的地点和日期。,topic,1946 年政治协商会议,周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 民盟,中国民主同盟; 中国共产党; 政治协商会议; 行政院; 国民大会,南京; 延安,70
97,1946,1946 (undated),北平接触与民盟人士沟通,马歇尔使团档案，Lot 54-D270〔文件37〕 中华民国临时政府组织章程 未注明日期 第一条。 委员中九名由总统根据国民党提名任命，六名根据共产党提名任命，一名根据民主同盟提名任命，一名根据青年党提名任命，三名由总统从共和国无党籍杰出公民中自行任命。,topic,1946 年政治协商会议,马歇尔; 蒋介石,马歇尔调处; 北平接触; 民盟,中国民主同盟; 国民政府; 国民党; 中国共产党; 青年党; 国民大会,北平; 天津,70
98,1946,1946-01-11,第三方面在国共之间寻求政治空间,** **希腊组建联合政府** 会议——即政治协商会议——的主要任务将是试图调和两大主要政党——中国国民党与中国共产党——之间的分歧，并解决其他重大的国家问题。 会议共有38名代表，其中包括：国民党代表八名，共产党代表七名，青年党代表五名，中国民主同盟代表九名，以及无党派社会贤达九名。,topic,1946 年政治协商会议,罗隆基; 张澜; 梁漱溟; 沈钧儒; 黄炎培; 章伯钧; 张君劢; 张东荪,政协; 第三方面; 联合政府; 民盟,中国民主同盟; 国民党; 中国共产党; 青年党; 政治协商会议,重庆; 延安,65
99,1946,1946-01-28,北平接触与民盟人士沟通,中国民主同盟发言人罗隆基表示，一旦获得满意的保证，民盟将立即停止罢工。 一名记者在绥远省集宁（位于北平西北约200英里，长城以北50英里）发出的电讯中称，他与中共将领孙志远进行了四小时的会谈。,topic,1946 年政治协商会议,罗隆基; 史良,政协; 北平接触; 联合政府; 民盟,中国民主同盟; 国民党; 中国共产党; 政治协商会议,北平; 重庆; 延安,65
100,1946,1946-01-29,China Mail 1946-01-29 · 政协会议召开期间,民盟的罢工导致原定于今日举行的政治协商会议两个小组委员会会议被取消。 **重庆，1月28日** 中国民主同盟在抗议重庆警方搜查其部分成员住宅而退出24小时后，已将其代表派回中国的统一会议。,topic,1946 年政治协商会议,周恩来,政协; 民盟,中国民主同盟; 国民党; 中国共产党; 政治协商会议,重庆; 延安,55
101,1946,1946-02-01,北平接触与民盟人士沟通,其余700个名额将通过提名产生，分配如下：国民党220席，共产党190席，中国民主同盟120席，青年党100席，无党派人士70席。 中国民主同盟发言人引述中共二号人物周恩来的声明称，共产党主席毛泽东可能加入拟议中的各党派联合组成的国务委员会，并在该委员会于南京成立后前往南京。,topic,1946 年政治协商会议,周恩来,政协; 马歇尔调处; 北平接触; 民盟,中国民主同盟; 国民党; 中国共产党; 青年党; 政治协商会议; 行政院; 国民大会,北平; 南京; 重庆; 延安; 天津,55
