id,scope_type,scope_slug,scope_name,page_id,event_date,event_year,event_title,event_summary,actors,tags,places,organizations,importance
52,topic,kunming-assassinations,昆明暗杀与民盟政治压力,96,"June 3, 1946",1946,昆明暗杀事件引发的政治压力与外交关注,周恩来将军说，他愿先向马歇尔将军通报几件事。 马歇尔将军问“原定计划”指什么。,周恩来; 马歇尔; 蒋介石,昆明暗杀; 马歇尔调处; 北平接触; 民盟,昆明; 北平; 南京; 重庆; 上海; 沈阳; 满洲; 天津,中国民主同盟; 国民党; 中国共产党,75
53,topic,kunming-assassinations,昆明暗杀与民盟政治压力,38,"October 19, 1945",1945,昆明暗杀事件引发的政治压力与外交关注,该小组中三人是国民党员，其中一人与民主同盟关系密切。 他们无法理解美国给予重庆政府的“全力支持”；他们认为，这只会加强蒋介石不在中国建立真正联合政府、不交出国民党目前掌握的任何实权的决心。,蒋介石,昆明暗杀; 第三方面; 联合政府; 民盟,昆明; 南京; 重庆; 上海,中国民主同盟; 国民党; 中国共产党; 美国国务院,70
54,topic,kunming-assassinations,昆明暗杀与民盟政治压力,316,"October 31, 1947",1947,昆明暗杀事件引发的政治压力与外交关注,大使谨随函附上一份会谈备忘录，记录1947年10月28日两名使馆官员同民盟罗隆基博士的谈话。 该备忘录表达了罗博士对国民政府宣布民盟为非法组织之命令的关切，并重申其关于联合政府的总体方案，认为这是解决中国当前问题的唯一可行办法。,罗隆基; 司徒雷登; 蒋介石,昆明暗杀; 第三方面; 联合政府; 民盟,昆明; 南京,中国民主同盟; 国民政府; 国民党; 中国共产党; 美国国务院; 美国驻华使馆,80
55,topic,kunming-assassinations,昆明暗杀与民盟政治压力,16,"September 22, 1944",1944,昆明暗杀事件引发的政治压力与外交关注,］先生：关于昆明总领事馆1944年7月14日第51号函，以及使馆1944年8月23日第2900号函所述民主同盟（旧称中国民主政团同盟）及其他反对国民政府和国民党的力量之活动，兹随函附上1944年9月13日昆明领事菲利普·D. 该信转来《民主同盟政治原则草案》译文。,罗隆基,昆明暗杀; 民盟,昆明; 重庆; 成都; 桂林,中国民主同盟; 国民政府; 国民党; 美国国务院,80
56,topic,kunming-assassinations,昆明暗杀与民盟政治压力,347,"September 8, 1948",1948,昆明暗杀事件引发的政治压力与外交关注,“大会以无记名投票选出27名成员，包括中国共产党前旧金山联合国会议代表董必武、中共中央华北局代表薄一波、华北人民解放军第一兵团司令徐向前、著名中国历史学家范文澜、著名法学家陈瑾昆，以及民盟成员丁一，组成华北人民政府委员会。 大会541名代表包括工人、农民、革命军人、商人、实业家、专业人士、新式富农、社会名流、开明士绅、民盟成员、穆斯林领袖、国民党控制区某些人民团体代表以及妇女代表。,司徒雷登,昆明暗杀; 民盟,昆明; 南京,中国民主同盟; 国民党; 中国共产党; 美国国务院,70
57,topic,pcc-1946,1946 年政治协商会议,94,1 June 1946,1946,围绕政协决议和政府改组的调处,鉴于第5段a款所载建议，兹请国务院作为紧急事项，将本文件第4段所载结论转交马歇尔将军征求意见，其中包括就请求总统批准这些结论是否可取提出意见。 马歇尔将军的意见一经收到，应提交SWNCC秘书处，以便分发至委员会，按建议第5段b款所设想采取行动。,马歇尔; 蒋介石,政协; 马歇尔调处; 北平接触; 联合政府; 民盟,北平; 南京; 重庆; 沈阳; 满洲; 天津; 华盛顿,中国民主同盟; 国民政府; 国民党; 中国共产党; 政治协商会议; 美国国务院; 国民大会,70
58,topic,pcc-1946,1946 年政治协商会议,41,19 December 1945,1945,围绕政协决议和政府改组的调处,马歇尔使团档案，Lot 54–D270〔第560号文件〕谢普利先生（注39）致马歇尔将军备忘录。 马歇尔将军： 依据目前所掌握的情报，拜罗德上校（注40）与本人已就中国的政治局势作出一个初步判断。,张澜; 周恩来; 马歇尔; 蒋介石,政协; 马歇尔调处; 联合政府; 民盟,南京; 重庆; 延安,中国民主同盟; 国民党; 中国共产党; 政治协商会议; 美国驻华使馆; 行政院; 国民大会,80
59,topic,pcc-1946,1946 年政治协商会议,656,1945-10-05,1945,昆明暗杀事件引发的政治压力与外交关注,他们询问苏联对美国军队在天津和北平地区登陆的立场。,周恩来; 蒋介石,昆明暗杀; 北平接触,昆明; 北平; 重庆; 延安; 满洲; 天津,国民党; 中国共产党,60
60,topic,pcc-1946,1946 年政治协商会议,657,1945-10-10,1945,"Record of Conversation between Soviet Ambassador in China Apollon Petrov and Mao Zedong, Zhou Enlai and Wang Ruofei",**档案来源：** **国际史解密档案** **1945年10月10日** **苏联驻华大使阿波罗·彼得罗夫与毛泽东、周恩来及王若飞会谈记录** **引文：** 『苏联驻华大使阿波罗·彼得罗夫与毛泽东、周恩来及王若飞会谈记录』，1945年10月10日，历史与公共政策项目数字档案，AVPRF：全宗0100，目录40，案卷7，册248，第39-44页。由谢尔盖·拉琴科翻译。 **摘要：** 毛泽东讨论了与蒋介石的谈判以及中国国民党的政治与军事立场。 **原文语种：** 俄文 **目录：** 英文译文,周恩来; 蒋介石,,,国民党,25
61,topic,pcc-1946,1946 年政治协商会议,658,1945-10-10,1945,"Record of Conversation between Soviet Ambassador in China Apollon Petrov and Mao Zedong, Zhou Enlai and Wang Ruofei","**苏联驻华大使阿波罗·彼得罗夫与毛泽东、周恩来、王若飞谈话记录。1945年10月10日。** 10月10日，因毛泽东即将启程返回延安，我设宴为他饯行。周恩来和王若飞亦应邀出席。我方出席宴会的有：使馆参赞米克拉舍夫斯基同志、武官尼古拉·罗申少将、一等秘书费德林同志和列多夫斯基同志。宴会前后，双方就各种问题进行了交谈。 当我问及毛泽东同志如何评价蒋介石与中共代表之间的谈判结果时，毛泽东答道：""不能说这些结果非常好。也不能说它们好。但也不能说它们完全糟糕。与（外长）伦敦会议相比，结果稍好一些。"" 毛泽东说，关于谈判的…",周恩来; 蒋介石,,重庆; 延安,国民党; 中国共产党,25
62,topic,pcc-1946,1946 年政治协商会议,659,1945-10-10,1945,"Record of Conversation between Soviet Ambassador in China Apollon Petrov and Mao Zedong, Zhou Enlai and Wang Ruofei",毛泽东回答说，中国共产党将为此努力，但并不指望成功。 随后我问及蒋介石从西昌返回后的行为。毛泽东回答说，蒋介石对他的态度明显好转：变得更加客气、温和、迁就，也更加真诚。这次蒋介石同意公布关于谈判初步结果的公报。 毛泽东接着说，在他与蒋介石单独会谈时，蒋介石宣称“国家的命运掌握在我们手中”（即蒋介石和毛泽东手中），并且“如果我们彼此之间无法达成协议，我们将愧对后世子孙”。在同一次谈话中，蒋介石宣称“如果中国共产党没有自己的武装力量会更好。将来它甚至可以仅凭政治手段掌握国家政权。”毛泽东回答说，共产党人从未拒绝军队国…,周恩来; 蒋介石,,满洲,国民党; 中国共产党,25
63,topic,pcc-1946,1946 年政治协商会议,660,1945-10-10,1945,北平接触与民盟人士沟通,第十一战区的部队集中在两个区域——其中一股多达11个师的兵力集中在北平至海口的铁路沿线，另一股则集中在随州地区，任务是在北方展开部署。 对于罗申同志提出的问题，即蒋介石是否可能在美国先遣部队（已在天津和北平登陆）的掩护下调动其部队，以及津浦铁路和平汉铁路是否将成为国民党军队运动的主要方向，毛泽东回答说，这将是美国对中国内政的公开干涉，而这正是中共唯一担心的事情。,蒋介石,北平接触,北平; 满洲; 天津,国民党; 中国共产党,40
64,topic,pcc-1946,1946 年政治协商会议,1108,1945/02/02 ~ 1945/02/02,1945,钱大钧等呈蒋中正有关沈钧儒等访周恩来询及中国国民党召开国民大会意见,钱大钧等呈蒋中正有关沈钧儒等访周恩来询及中国国民党召开国民大会意见,沈钧儒; 周恩来,,,国民党; 国民大会,5
65,topic,pcc-1946,1946 年政治协商会议,1336,1945/08/21 ~ 1945/08/21,1945,一年间影响绥靖军事之政治和谈：第二篇政治协商会议前景,一年间影响绥靖军事之政治和谈：第二篇政治协商会议前景,,政协,,政治协商会议,20
66,topic,pcc-1946,1946 年政治协商会议,1235,1945/09/27 ~ 1946/05/22,1945,国民大会在重庆代表要求召开国民大会解决中共问题，各界对政治协商会之意见，吴鼎昌呈政治协商会议费用概算，贺耀组拟具政治协商会议外交内政立案要旨…,国民大会在重庆代表要求召开国民大会解决中共问题，各界对政治协商会之意见，吴鼎昌呈政治协商会议费用概算，贺耀组拟具政治协商会议外交内政立案要旨…,,政协,重庆,中国共产党; 政治协商会议; 国民大会,20
67,topic,pcc-1946,1946 年政治协商会议,1236,1945/10/01 ~ 1945/10/01,1945,张奚若等各界电蒋中正为陈政治协商会议之意见,张奚若等各界电蒋中正为陈政治协商会议之意见,,政协,,政治协商会议,20
68,topic,pcc-1946,1946 年政治协商会议,1241,1945/10/09 ~ 1945/10/09,1945,杨砥中等各界电国民政府主席蒋中正为拟推派代表参加政治协商会议,杨砥中等各界电国民政府主席蒋中正为拟推派代表参加政治协商会议,,政协,,国民政府; 政治协商会议,20
69,topic,pcc-1946,1946 年政治协商会议,1240,1945/10/09 ~ 1948/05/07,1945,杨砥中等呈各界拟推派代表参加政治协商会议，吴铁城等会商召开政治协商会议日期地点，国民政府与中共议定停止冲突及恢复交通办法，政治协商会…,杨砥中等呈各界拟推派代表参加政治协商会议，吴铁城等会商召开政治协商会议日期地点，国民政府与中共议定停止冲突及恢复交通办法，政治协商会…,,政协,,国民政府; 中国共产党; 政治协商会议,20
70,topic,pcc-1946,1946 年政治协商会议,1277,1945/10/10 ~ 1945/10/10,1945,政治协商会议,政治协商会议,,政协,,政治协商会议,20
71,topic,pcc-1946,1946 年政治协商会议,1300,1945/10/11 ~ 1945/10/11,1945,蒋中正与毛泽东谈话忽提政治协商会议以缓开为宜并称回延安召集解放区民选代表会议后再定办法及接徐永昌美军总部备忘录称惠勒已解职将返美国拟请任命泰莱继任中国驻印总…,蒋中正与毛泽东谈话忽提政治协商会议以缓开为宜并称回延安召集解放区民选代表会议后再定办法及接徐永昌美军总部备忘录称惠勒已解职将返美国拟请任命泰莱继任中国驻印总…,,政协,延安,政治协商会议,20
72,topic,pcc-1946,1946 年政治协商会议,1242,1945/10/30 ~ 1945/10/30,1945,陈立夫呈中国国民党总裁蒋中正为恳请免派出席政治协商会议,陈立夫呈中国国民党总裁蒋中正为恳请免派出席政治协商会议,,政协,,国民党; 政治协商会议,20
73,topic,pcc-1946,1946 年政治协商会议,1318,1945/11/05 ~ 1945/11/05,1945,对于军事三人小组会议之意见，张樾亭呈蒋中正关于目前消共复政之意见，对中共案政治解决实施步骤及办法，我们对政治协商会议之共同见解等,对于军事三人小组会议之意见，张樾亭呈蒋中正关于目前消共复政之意见，对中共案政治解决实施步骤及办法，我们对政治协商会议之共同见解等,,政协,,中国共产党; 政治协商会议,20
74,topic,pcc-1946,1946 年政治协商会议,1301,1945/11/26 ~ 1945/11/26,1945,蒋中正出席中央常务委员会讨论对东北方针后提出召开政治协商会议办法与最高经济委员会组织条例草案并获通过另下午即成立最高经济委员会并致词又接美联合国赔偿委员会委…,蒋中正出席中央常务委员会讨论对东北方针后提出召开政治协商会议办法与最高经济委员会组织条例草案并获通过另下午即成立最高经济委员会并致词又接美联合国赔偿委员会委…,,政协,,政治协商会议,20
75,topic,pcc-1946,1946 年政治协商会议,1319,1945/11/26 ~ 1945/11/26,1945,政治协商会议会员通讯录，国民政府召开政治协商会议办法,政治协商会议会员通讯录，国民政府召开政治协商会议办法,,政协,,国民政府; 政治协商会议,20
76,topic,pcc-1946,1946 年政治协商会议,1321,1945/12/04 ~ 1945/12/04,1945,李健生函蒋中正概陈周恩来对郭沫若阳翰笙表示中央政府召开政治协商会议问题谈话,李健生函蒋中正概陈周恩来对郭沫若阳翰笙表示中央政府召开政治协商会议问题谈话,周恩来,政协,,政治协商会议,20
77,topic,pcc-1946,1946 年政治协商会议,1243,1945/12/17 ~ 1945/12/17,1945,国民政府文官长吴鼎昌呈主席蒋中正有关吴铁城邵力子孙科王宠惠王世杰张厉生陈布雷等会商政治协商会议日期地点,国民政府文官长吴鼎昌呈主席蒋中正有关吴铁城邵力子孙科王宠惠王世杰张厉生陈布雷等会商政治协商会议日期地点,,政协,,国民政府; 政治协商会议,20
